ID,score
0,3.659628391265869
1,-5.456882476806641
10,-1.4289381504058838
100,-2.062729835510254
1000,-1.141322135925293
10000,-5.59498929977417
100000,-3.5532331466674805
100001,-3.8370821475982666
100002,-2.400619506835937
100003,-6.814921379089356
100004,-1.9686580896377563
100005,-2.0769295692443848
100006,4.004668712615967
100007,-6.971594333648682
100008,-6.982579231262207
100009,-4.255855560302734
10001,-0.6021775007247925
100010,-4.393385410308838
100011,-3.2420766353607178
100012,-4.570485591888428
100013,-4.572768211364746
100014,-4.041036605834961
100015,-7.615270137786865
100016,-1.2490378618240356
100017,-4.490180969238281
100018,-6.45961856842041
100019,-11.785843849182127
10002,1.1465449333190918
100020,-4.086390018463135
100021,-4.108695030212402
100022,-5.624455451965332
100023,-3.4087393283843994
100024,-11.761638641357422
100025,-6.788155555725098
100026,-1.4869815111160278
100027,-0.9943389296531676
100028,-5.648562431335449
100029,-5.63690996170044
10003,-3.291954278945923
100030,-10.395971298217772
100031,-5.086972236633301
100032,-1.4917421340942385
100033,-0.6298307776451111
100034,-3.049221992492676
100035,-3.2027511596679688
100036,3.3541858196258545
100037,-1.317445158958435
100038,-6.931044101715088
100039,-1.9320399761199951
10004,-2.5430943965911865
100040,3.658599376678467
100041,-1.7612078189849854
100042,-5.201364517211914
100043,-4.9850172996521
100044,-6.055383682250977
100045,-3.198892116546631
100046,4.743142604827881
100047,-5.501157283782959
100048,-7.161377429962158
100049,-5.658867835998535
10005,-4.857178211212158
100050,-4.0915141105651855
100051,3.6838011741638175
100052,-5.036653995513916
100053,-3.279090881347656
100054,-4.6517205238342285
100055,-3.1282246112823486
100056,-5.251745700836182
100057,-2.6270546913146973
100058,-2.0602869987487797
100059,-7.879977703094482
10006,-2.6249732971191406
100060,2.9706180095672607
100061,-4.294771194458008
100062,-3.229688882827759
100063,1.6446175575256348
100064,-2.9180397987365723
100065,0.7811685800552368
100066,-7.83900785446167
100067,-5.416379928588867
100068,4.572781085968018
100069,-8.111946105957031
10007,-0.2023517042398452
100070,-3.1037542819976807
100071,-5.893505096435547
100072,-5.263275623321533
100073,-1.5397865772247314
100074,-4.359348773956299
100075,-4.83156156539917
100076,-8.466933250427246
