ID,score
0,0.0497541464865207
1,0.014494857750833
10,0.1240052506327629
100,0.2827163934707641
1000,0.0243775565177202
10000,0.028360703960061
100000,0.0156518761068582
100001,0.0083650453016161
100002,0.0090875402092933
100003,0.0142382988706231
100004,0.022552179172635
100005,0.0103041809052228
100006,0.9710564613342284
100007,0.0132739692926406
100008,0.0067131631076335
100009,0.0210309606045484
10001,0.0278911720961332
100010,0.0073836417868733
100011,0.0154355615377426
100012,0.0123791368678212
100013,0.0159152243286371
100014,0.0105312876403331
100015,0.0091323489323258
100016,0.0119648519903421
100017,0.0225808173418045
100018,0.0199368502944707
100019,0.0076147611252963
10002,0.8271185159683228
100020,0.0076466524042189
100021,0.009093377739191
100022,0.0089049125090241
100023,0.0072914105840027
100024,0.0079209944233298
100025,0.0097033800557255
100026,0.0119408275932073
100027,0.0166266076266765
100028,0.0120371142402291
100029,0.010528708808124
10003,0.0120139922946691
100030,0.0064607867971062
100031,0.0099333319813013
100032,0.007897837087512
100033,0.0153285134583711
100034,0.0098616890609264
100035,0.0090131172910332
100036,0.9728108048439026
100037,0.0077664498239755
100038,0.0079377302899956
100039,0.0069793732836842
10004,0.0173663049936294
100040,0.9683892726898192
100041,0.0156916249543428
100042,0.0097825368866324
100043,0.0117944823578
100044,0.0064645768143236
100045,0.0087592052295804
100046,0.9754319190979004
100047,0.0186948589980602
100048,0.0064433943480253
100049,0.0104013960808515
10005,0.0228585749864578
100050,0.0090299388393759
100051,0.9697248935699464
100052,0.0122487731277942
100053,0.00877455342561
100054,0.0135211544111371
100055,0.0072847376577556
100056,0.008928945288062
100057,0.0145966997370123
100058,0.0107326302677392
100059,0.0123558230698108
10006,0.0224110707640647
100060,0.9718806743621826
100061,0.0098206056281924
100062,0.0157735645771026
100063,0.0158273018896579
100064,0.0081631178036332
100065,0.0390379764139652
100066,0.0120963845402002
100067,0.0138882398605346
100068,0.9766453504562378
100069,0.0055265589617192
10007,0.0209342893213033
100070,0.0186044201254844
100071,0.011284471489489
100072,0.0082723768427968
100073,0.0115796001628041
100074,0.0087895961478352
100075,0.0189587734639644
100076,0.0080736000090837
100077,0.0083990143612027
100078,0.0226611774414777
100079,0.0096538318321108
10008,0.0323825739324092
100080,0.017847167328
100081,0.0072345850057899
100082,0.009178408421576
100083,0.9747034907341005
100084,0.013949648477137
100085,0.0147503642365336
100086,0.0075987642630934
100087,0.0082440702244639
100088,0.0182953365147113
100089,0.0102364886552095
10009,0.0067034089006483
100090,0.0093540558591485
100091,0.0171945393085479
100092,0.9718539714813232
100093,0.0270313881337642
100094,0.0132205756381154
100095,0.0092408899217844
100096,0.0221756752580404
100097,0.0118396636098623
100098,0.0219856537878513
100099,0.0074940570630133
1001,0.0454126223921775
10010,0.0292014703154563
100100,0.0262785535305738
100101,0.0227945949882268
100102,0.9745699763298036
100103,0.0090028410777449
100104,0.0091797178611159
100105,0.0080276150256395
100106,0.0113725932314991
100107,0.0087401028722524
100108,0.0075406371615827
100109,0.0080940937623381
10011,0.5171328186988831
100110,0.0189705491065979
100111,0.0124719450250267
100112,0.0098379636183381
100113,0.0071088634431362
100114,0.011130123399198
100115,0.0079928403720259
100116,0.0188612360507249
