ID,score
0,0.7721534371376038
1,0.0087177073583006
10,0.6663911938667297
100,0.9646782875061036
1000,0.0150371836498379
10000,0.0221503507345914
100000,0.0069803684018552
100001,0.0031327460892498
100002,0.0033100387081503
100003,0.0049825510941445
100004,0.0090149492025375
100005,0.0046938434243202
100006,0.992457151412964
100007,0.005448724143207
100008,0.003023978555575
100009,0.0070431162603199
10001,0.0075812577269971
100010,0.002918645972386
100011,0.0082558840513229
100012,0.0031828829087316
100013,0.0054255714640021
100014,0.0042933193035423
100015,0.0030246195383369
100016,0.0042167287319898
100017,0.0076702907681465
100018,0.0084675094112753
100019,0.0029127306770533
10002,0.9780306220054626
100020,0.0032266424968838
100021,0.0040734773501753
100022,0.0035344585776329
100023,0.0032542571425437
100024,0.0027521739248186
100025,0.0032142833806574
100026,0.0042544193565845
100027,0.0063521955162286
100028,0.0055075814016163
100029,0.0037890069652348
10003,0.0066982829011976
100030,0.0024295521434396
100031,0.0032211672514677
100032,0.0034690909087657
100033,0.0049503482878208
100034,0.0043162880465388
100035,0.0040534851141273
100036,0.9925811290740968
100037,0.002924408763647
100038,0.0025930085685104
100039,0.0033372573088854
10004,0.0106824832037091
100040,0.9920573830604552
100041,0.0096295401453971
100042,0.0033868993632495
100043,0.0041005327366292
100044,0.00273775937967
100045,0.0028359391726553
100046,0.9931795597076416
100047,0.0095577063038945
100048,0.0023817545734345
100049,0.0040080253966152
10005,0.0235151965171098
100050,0.0046344781294465
100051,0.9911652207374572
100052,0.0041538407094776
100053,0.0037404666654765
100054,0.006362147629261
100055,0.003594244364649
100056,0.0029720270540565
100057,0.0049676843918859
100058,0.00437493622303
100059,0.0039232801645994
10006,0.0275243930518627
100060,0.9923728108406068
100061,0.0035764789208769
100062,0.0058430954813957
100063,0.0064858142286539
100064,0.0030372736509889
100065,0.0159718729555606
100066,0.0040754447691142
100067,0.0047379066236317
100068,0.991977035999298
100069,0.0025195959024131
10007,0.0072026923298835
100070,0.0054376940242946
100071,0.0046543083153665
100072,0.004736503586173
100073,0.0033601068425923
100074,0.0032335296273231
100075,0.0056655658408999
100076,0.003060155082494
100077,0.0035479296930134
100078,0.0090717738494277
100079,0.004116179421544
10008,0.022412346675992
100080,0.007151975762099
100081,0.003235783195123
100082,0.0038218812551349
100083,0.9932483434677124
100084,0.0044864821247756
100085,0.0048084380105137
100086,0.0027815927751362
100087,0.0036526774056255
100088,0.0098960222676396
100089,0.0038714774418622
10009,0.0033096265979111
100090,0.0034995949827134
100091,0.0055085294879972
100092,0.991202712059021
100093,0.009972627274692
100094,0.0051701143383979
100095,0.0035223504528403
100096,0.008855240419507
100097,0.0041598449461162
100098,0.0076391189359128
100099,0.0029047841671854
1001,0.078868918120861
10010,0.0203644055873155
100100,0.0083959018811583
100101,0.0081115383654832
100102,0.9937319159507751
100103,0.0036727306433022
100104,0.0044413972645998
100105,0.0041951006278395
100106,0.0047955513000488
100107,0.0034133044537156
100108,0.0035827821120619
100109,0.0036871889606118
10011,0.9822302460670472
100110,0.0081783775240182
100111,0.0064238710328936
100112,0.0039769359864294
100113,0.0033171756658703
100114,0.0057886820286512
100115,0.0038417645264416
100116,0.0078562786802649
100117,0.0031448265071958
100118,0.0038287607021629
100119,0.992136001586914
10012,0.0145945604890584
100120,0.0073571698740124
100121,0.0028806522022932
100122,0.0054416619241237
100123,0.0028386143967509
100124,0.0032823074143379
100125,0.0040780333802104
100126,0.994126319885254
100127,0.006572198588401
100128,0.0038555120117962
100129,0.0039840992540121
10013,0.0258752182126045
100130,0.0030783023685216
100131,0.992112159729004
100132,0.0064093302935361
100133,0.0036283144727349
100134,0.0036857391241937
100135,0.004088123794645
100136,0.0086146965622901
100137,0.0035700916778296
100138,0.0144674945622682
100139,0.0040096705779433
10014,0.0113405548036098
100140,0.0077287666499614
100141,0.0039199274033308
100142,0.0035063426475971
100143,0.0041246931068599
100144,0.0026900467928498
100145,0.0036672346759587
100146,0.0033959569409489
100147,0.0028503930661827
