ID,score
0,0.8806564807891846
1,0.7407501935958862
10,0.3792206943035126
100,0.9391835331916808
1000,0.8992316126823425
10000,0.9049383997917176
100000,0.0241218730807304
100001,0.0156566817313432
100002,0.0128010176122188
100003,0.0138484006747603
100004,0.0549894049763679
100005,0.0200917702168226
100006,0.9311085939407348
100007,0.0096163572743535
100008,0.0103901866823434
100009,0.0472335964441299
10001,0.8969599604606628
100010,0.032708004117012
100011,0.022524831816554
100012,0.0174720510840415
100013,0.0170840602368116
100014,0.0201192963868379
100015,0.0091240461915731
100016,0.0181253235787153
100017,0.0268243458122015
100018,0.0249578040093183
100019,0.0121491160243749
10002,0.85704505443573
100020,0.0225757081061601
100021,0.0226616226136684
100022,0.0145881157368421
100023,0.0102341789752244
100024,0.009100766852498
100025,0.0152228800579905
100026,0.0205230247229337
100027,0.0246015787124633
100028,0.0604242049157619
100029,0.0125787649303674
10003,0.4894526302814483
100030,0.0078854979947209
100031,0.0118593834340572
100032,0.0111847948282957
100033,0.0254285484552383
100034,0.0095046516507864
100035,0.0176312942057847
100036,0.916946291923523
100037,0.0120220724493265
100038,0.0086154257878661
100039,0.0092800091952085
10004,0.2045508027076721
100040,0.9118393063545228
100041,0.0474926941096782
100042,0.0120564932003617
100043,0.0248804427683353
100044,0.012080917134881
100045,0.0135890962556004
100046,0.9340914487838744
100047,0.0212266221642494
100048,0.0092809069901704
100049,0.0204597227275371
10005,0.9230634570121764
100050,0.0340624079108238
100051,0.9096500277519226
100052,0.0139101520180702
100053,0.0132298041135072
100054,0.0429052226245403
100055,0.012005042284727
100056,0.0102237854152917
100057,0.0310993939638137
100058,0.0191237367689609
100059,0.008538999594748
10006,0.8329561948776245
100060,0.8692429065704346
100061,0.0144575117155909
100062,0.0265453346073627
100063,0.0152790173888206
100064,0.014128184877336
100065,0.0347160026431083
100066,0.0105346515774726
100067,0.0231192801147699
100068,0.90421062707901
100069,0.0072677615098655
10007,0.0142987258732318
100070,0.2025499194860458
100071,0.0266093872487545
100072,0.0143183087930083
100073,0.0337686203420162
100074,0.0098020946606993
100075,0.0714369714260101
100076,0.0118930246680974
100077,0.0107948686927557
100078,0.1633372008800506
100079,0.0138507587835192
10008,0.9205194115638732
100080,0.0195351857692003
100081,0.0097607308998703
100082,0.0093374960124492
100083,0.9254770278930664
100084,0.0169703960418701
100085,0.0137900905683636
100086,0.0092399204149842
100087,0.0201180782169103
100088,0.0615996718406677
100089,0.0202934853732585
10009,0.8335003852844238
100090,0.0127050690352916
100091,0.011101646348834
100092,0.9219557642936708
100093,0.4770858883857727
100094,0.0107186110690236
100095,0.0088455816730856
100096,0.1076175719499588
100097,0.0304675474762916
100098,0.0744306817650795
100099,0.011603862978518
1001,0.0509383492171764
10010,0.9219291806221008
100100,0.0593561343848705
100101,0.025510823354125
100102,0.92752605676651
100103,0.0204698927700519
100104,0.0147754922509193
100105,0.0124962469562888
100106,0.0139555195346474
100107,0.0398065485060215
100108,0.0092602409422397
100109,0.0103111956268548
10011,0.8805980682373047
100110,0.0280133355408906
100111,0.0473116375505924
100112,0.009098689071834
100113,0.0096693942323327
100114,0.0133864041417837
100115,0.0234743189066648
100116,0.0778000429272651
100117,0.0112797915935516
100118,0.0103723257780075
100119,0.9079492688179016
10012,0.8020442128181458
100120,0.0164632648229599
100121,0.0103872306644916
100122,0.0291962902992963
100123,0.0084314867854118
100124,0.0151420319452881
100125,0.0117804901674389
100126,0.9393670558929444
100127,0.0154458722099661
100128,0.0136001529172062
100129,0.014833802357316
10013,0.9292030334472656
100130,0.0081454617902636
100131,0.9325199127197266
100132,0.0095791080966591
100133,0.0087863402441143
100134,0.0103048225864768
100135,0.0122021017596125
100136,0.0301985554397106
100137,0.0104857459664344
100138,0.0916258841753006
100139,0.0173192527145147
10014,0.936777889728546
100140,0.0270672366023063
100141,0.0200481005012989
100142,0.0079399086534976
100143,0.0158450938761234
100144,0.0078552979975938
100145,0.0105631947517395
100146,0.0255185607820749
100147,0.2307450026273727
100148,0.0100503610447049
100149,0.010751774534583
10015,0.6021493077278137
100150,0.0209208838641643
100151,0.020810717716813
100152,0.0086052287369966
100153,0.3383404314517975
100154,0.8506297469139099
100155,0.4352265000343323
100156,0.1770070493221283
100157,0.0131436921656131
100158,0.0123973805457353
100159,0.0215853992849588
10016,0.9062204360961914
100160,0.1447971612215042
100161,0.2776200771331787
100162,0.0093864910304546
100163,0.0083282720297575
100164,0.0143638672307133
100165,0.0094834109768271
100166,0.0240267477929592
100167,0.011692083440721
100168,0.0129939951002597
100169,0.0285947304219007
10017,0.1833600401878357
100170,0.0096399374306201
100171,0.0374999456107616
100172,0.0103285042569041
100173,0.0541337989270687
100174,0.0087813371792435
100175,0.937706708908081
100176,0.0237140394747257
100177,0.0207115765661001
100178,0.0117432717233896
100179,0.027618883177638
10018,0.2257023304700851
100180,0.012261789292097
100181,0.0313873849809169
100182,0.0196347273886203
100183,0.9312044382095336
100184,0.0242671594023704
100185,0.906972348690033
100186,0.0105498824268579
100187,0.0571336299180984
100188,0.3456277549266815
100189,0.0077674742788076
10019,0.9343748092651368
100190,0.0101947057992219
100191,0.011241877451539
100192,0.0265509709715843
100193,0.0373012274503707
100194,0.0083446875214576
100195,0.06624486297369
100196,0.0083134425804018
100197,0.0103716412559151
100198,0.0137976612895727
100199,0.0104519687592983
1002,0.0169131532311439
10020,0.8014552593231201
100200,0.01258026342839
100201,0.0122831761837005
100202,0.0352662615478038
100203,0.0086753908544778
100204,0.2360157072544098
100205,0.0135226231068372
100206,0.0207135304808616
100207,0.0221775416284799
100208,0.0089539596810936
100209,0.0112681984901428
10021,0.2890762090682983
100210,0.3019236028194427
100211,0.1447386145591735
100212,0.0097719505429267
100213,0.0104013076052069
100214,0.1216007620096206
100215,0.0233027376234531
100216,0.0403659269213676
100217,0.0307762902230024
100218,0.0167408492416143
100219,0.010484498925507
10022,0.9299210906028748
100220,0.0094657521694898
100221,0.0106282150372862
100222,0.0209338925778865
100223,0.8967553973197937
100224,0.0190118718892335
100225,0.9273822903633118
100226,0.0078072333708405
100227,0.0096401050686836
100228,0.0124147087335586
100229,0.0147307161241769
10023,0.8478389978408813
100230,0.0235083792358636
100231,0.0536652915179729
100232,0.0105836577713489
100233,0.0123783210292458
100234,0.0255970750004053
100235,0.0111883180215954
100236,0.0276345387101173
100237,0.0118795949965715
100238,0.0865736007690429
100239,0.0279774200171232
10024,0.9012691974639891
100240,0.9308894872665404
100241,0.0212960802018642
100242,0.0153205683454871
100243,0.0104007581248879
100244,0.0545659586787223
100245,0.9311901926994324
100246,0.0619526132941246
100247,0.0081542041152715
100248,0.0271245706826448
100249,0.9344131350517272
10025,0.927695333957672
100250,0.0111394533887505
100251,0.8916962146759033
100252,0.0174368880689144
100253,0.0088181952014565
100254,0.0081311510875821
100255,0.9211251735687256
100256,0.0162507127970457
100257,0.0104381591081619
100258,0.0124939456582069
100259,0.0165321622043848
10026,0.6524029970169067
100260,0.9292165040969848
100261,0.0108334254473447
100262,0.0159271713346242
100263,0.0089074801653623
100264,0.0085257776081562
100265,0.0092107541859149
100266,0.0193766262382268
100267,0.0152981774881482
100268,0.0080951424315571
100269,0.0190486945211887
10027,0.55159991979599
100270,0.0443171374499797
100271,0.019969169050455
100272,0.0137383909896016
100273,0.0080599365755915
100274,0.0250246487557888
100275,0.913626492023468
100276,0.0144668752327561
100277,0.0122122904285788
100278,0.2287294268608093
100279,0.0182808395475149
10028,0.5151900053024292
100280,0.0145468199625611
100281,0.0152191435918211
100282,0.0369017198681831
100283,0.0581438727676868
100284,0.047617919743061
100285,0.0116105414927005
100286,0.0136586911976337
100287,0.012354833073914
100288,0.908714234828949
100289,0.0075258235447108
10029,0.3713352084159851
100290,0.0136554688215255
100291,0.0168434306979179
100292,0.0213559623807668
100293,0.0097120711579918
100294,0.0117012010887265
100295,0.7439422011375427
100296,0.0465211234986782
100297,0.0093247881159186
100298,0.0080324774608016
100299,0.045536383986473
1003,0.0376544147729873
10030,0.2605786025524139
100300,0.0120789036154747
100301,0.9259828925132751
100302,0.0133924894034862
100303,0.0105029474943876
100304,0.0162006076425313
100305,0.0133021334186196
100306,0.0168635621666908
100307,0.0089427446946501
100308,0.8832486271858215
100309,0.0983500629663467
10031,0.8981493711471558
100310,0.0200483929365873
100311,0.0095266327261924
100312,0.0095839370042085
100313,0.0083649456501007
100314,0.0165727492421865
100315,0.0221062153577804
100316,0.9351357221603394
100317,0.007976715452969
100318,0.3130356967449188
100319,0.0096026984974741
10032,0.1623167395591735
100320,0.015794038772583
100321,0.0113551337271928
100322,0.0217520520091056
100323,0.0172670278698205
100324,0.034434288740158
100325,0.0357753075659275
100326,0.078605331480503
100327,0.008739760145545
100328,0.0263305120170116
100329,0.0295055154711008
10033,0.875667929649353
100330,0.0100975818932056
100331,0.049804612994194
100332,0.014118205755949
100333,0.0103310281410813
100334,0.2669085562229156
100335,0.0088542476296424
100336,0.0364833734929561
100337,0.0102457394823431
100338,0.9362613558769226
100339,0.0100895864889025
10034,0.9211632609367372
100340,0.0117979058995842
100341,0.044744923710823
100342,0.0083242766559124
100343,0.0333396904170513
100344,0.0093883760273456
100345,0.0079811699688434
100346,0.0222237091511487
100347,0.0087529392912983
100348,0.0520474053919315
100349,0.0184743143618106
10035,0.6142556667327881
100350,0.0153850270435214
100351,0.0114747444167733
100352,0.0136168710887432
100353,0.0091159706935286
100354,0.0253121051937341
100355,0.010699363425374
100356,0.9230022430419922
100357,0.008830945007503
100358,0.0116420546546578
100359,0.0756739303469657
10036,0.9202940464019777
100360,0.0092059383168816
100361,0.0136154303327202
100362,0.0130375120788812
100363,0.0243881270289421
100364,0.0135318804532289
100365,0.0760975703597068
100366,0.0237348079681396
100367,0.0143143525347113
100368,0.0126676689833402
100369,0.918164074420929
10037,0.885067880153656
100370,0.0174648594111204
100371,0.0118221305310726
100372,0.0099229738116264
100373,0.0502687431871891
100374,0.0194067098200321
100375,0.0078211668878793
100376,0.2592931389808655
100377,0.0285878777503967
100378,0.0105804717168211
100379,0.0589293427765369
10038,0.9140612483024596
100380,0.0229932032525539
100381,0.0090469755232334
100382,0.6232388019561768
100383,0.0089263757690787
100384,0.0151118822395801
100385,0.0095002362504601
100386,0.0112047679722309
100387,0.0095495218411087
100388,0.2694146037101745
100389,0.0166364330798387
10039,0.8991993069648743
100390,0.0084358137100934
100391,0.0526626221835613
100392,0.0123138790950179
100393,0.9312505125999452
100394,0.0197842773050069
100395,0.0200100280344486
100396,0.0081573324277997
100397,0.0167169906198978
100398,0.9318511486053468
100399,0.0082962419837713
1004,0.9407787322998048
10040,0.0272000562399625
100400,0.0655595883727073
100401,0.013053179718554
100402,0.0097874524071812
100403,0.0152877727523446
100404,0.0104822693392634
100405,0.0374389886856079
100406,0.0178338903933763
100407,0.0145127959549427
100408,0.0217373296618461
100409,0.0571003518998622
10041,0.9376463294029236
100410,0.0376937016844749
100411,0.0155630176886916
100412,0.0097718304023146
100413,0.038062460720539
100414,0.4420823454856872
100415,0.0089682480320334
100416,0.0231719724833965
100417,0.013046184554696
100418,0.0263801738619804
100419,0.0083696255460381
10042,0.0573758110404014
100420,0.0089595429599285
100421,0.0166876148432493
100422,0.0097663747146725
100423,0.0111925024539232
100424,0.050068199634552
100425,0.936955451965332
100426,0.9341112971305848
100427,0.009887988679111
100428,0.6744255423545837
100429,0.0106213232502341
10043,0.0219453368335962
100430,0.0345802269876003
100431,0.0136389005929231
100432,0.0082061532884836
100433,0.0279684625566005
100434,0.0289263203740119
100435,0.008429417386651
100436,0.0079013612121343
100437,0.0092447539791464
100438,0.0098380418494343
100439,0.008130251429975
10044,0.4014162421226501
100440,0.0123895183205604
100441,0.1195337921380996
100442,0.0203671641647815
100443,0.0103084407746791
100444,0.0523061044514179
100445,0.0196833498775959
100446,0.0145537462085485
100447,0.0136206438764929
100448,0.49439537525177
100449,0.0084702083840966
10045,0.926721692085266
100450,0.9226282238960266
100451,0.0719253271818161
100452,0.0081832110881805
100453,0.0191640779376029
