ID,score
0,0.0424919053912162
1,0.0138640981167554
10,0.6851057410240173
100,0.8146817684173584
1000,0.0154437897726893
10000,0.0101406350731849
100000,0.0126000018790364
100001,0.017047194764018
100002,0.0113221313804388
100003,0.0116078173741698
100004,0.0108773345127701
100005,0.0108272396028041
100006,0.9900840520858764
100007,0.0145947951823472
100008,0.0093462252989411
100009,0.0104900216683745
10001,0.0305939335376024
100010,0.0095471087843179
100011,0.0180894266813993
100012,0.0086959525942802
100013,0.0091740684583783
100014,0.0132349152117967
100015,0.0135244745761156
100016,0.010028475895524
100017,0.0054689296521246
100018,0.0082395682111382
100019,0.0093742804601788
10002,0.945371150970459
100020,0.020223805680871
100021,0.0100365178659558
100022,0.0099584851413965
100023,0.0083682602271437
100024,0.0109556186944246
100025,0.0133844278752803
100026,0.014008373953402
100027,0.0108794588595628
100028,0.0102987019345164
100029,0.0107815358787775
10003,0.0082522146403789
100030,0.0152037432417273
100031,0.0105247106403112
100032,0.0113773867487907
100033,0.0091904932633042
100034,0.0083851339295506
100035,0.0134355267509818
100036,0.9898104667663574
100037,0.0137638784945011
100038,0.0111186318099498
100039,0.0130769805982708
10004,0.0110974749550223
100040,0.9891979098320008
100041,0.0146649572998285
100042,0.0096531016752123
100043,0.010930985212326
100044,0.0085501773282885
100045,0.0084989862516522
100046,0.991134524345398
100047,0.0086877923458814
100048,0.0107612628489732
100049,0.0117317121475934
10005,0.0162448659539222
100050,0.0097943451255559
100051,0.9884148836135864
100052,0.0095417760312557
100053,0.0127447573468089
100054,0.0143837556242942
100055,0.0103608053177595
100056,0.0106742167845368
100057,0.0085933664813637
100058,0.0105350641533732
100059,0.0130571294575929
10006,0.0102582843974232
100060,0.9868183135986328
100061,0.0109404893592
100062,0.0096302321180701
100063,0.011298376135528
100064,0.0151793817058205
100065,0.0080147041007876
100066,0.0112309223040938
100067,0.0107994973659515
100068,0.988628625869751
100069,0.0094474339857697
10007,0.0210802108049392
100070,0.0120235905051231
100071,0.0093772374093532
100072,0.0095754852518439
100073,0.0132381664589047
100074,0.0149977402761578
100075,0.0092985015362501
100076,0.0105514200404286
100077,0.0180419199168682
100078,0.0136453565210103
100079,0.0134783284738659
10008,0.0389358885586261
100080,0.0108428206294775
100081,0.0095309987664222
100082,0.0084091918542981
100083,0.9899805188179016
100084,0.0124045060947537
100085,0.0192288402467966
100086,0.0103672565892338
100087,0.0207735374569892
100088,0.0072888941504061
100089,0.0139673752710223
10009,0.0100151225924491
100090,0.0099326856434345
100091,0.0069542066194117
100092,0.9884802103042604
100093,0.0066363210789859
100094,0.0090273022651672
100095,0.0094285327941179
